title,skills,salary,company,job_description,link
"Викладач у школу програмування (Python, Roblox Studio, Scratch, комп'ютерна грамотність)","CSS,JavaScript,HTML,Python,Комунікабельність,Програмування,Креативність,Scratch",8000–14000 UAH,"Logika, мiжнародна школа програмування для дiтей","Ш кола Logika  активно розвивається, тому шукаємо викладачів у нашу школу! У нас присутні курси:  Комп’ютерна грамотність, Scratch, Геймдизайн, Python.  ПРО ШКОЛУ:  Ми впроваджуємо новітні IT технології в навчання школярів. На наших уроках діти не лише вчаться основам програмування, вони розвивають своє логічне та критичне мислення і вміння думати та аналізувати інформацію, в проєктній роботі проявляти креативність та творчі здібності. Ми пропонуємо:  Зайнятість від 3−6+ груп  від 400 грн. за одне заняття (в залежності від кількості дітей у групі)   Гнучкий графік, можливість обрати для себе робочі години.  Графік занять узгоджується.  Вчасна виплата заробітної плати.  Постійне навчання за рахунок компанії від наших професіоналів.  Круте ком’юніті однодумців та комплексну базу знань для співробітників!  Мотивацію для викладачів!  Обов`язки:  Проводити офлайн заняття на локації із використанням вже готових методичних та практичних матеріалів школи Logika;  Створювати та підтримувати дружню робочу атмосферу на заняттях;  Слідкувати за результатами учнів;  Вчасно заповнювати форми та адміністративну звітність;  Проводити відкриті уроки для батьків, та давати зворотній зв’язок про навчання дітей;  Хто нам потрібен?:  Потрібні  енергійні  та  вмотивовані  викладачі, які ладнають із комп’ютером на «ти» та мають  активний підхід  до своєї роботи.  Високо розвинені  комунікативні  навички , досвід публічних виступів  Любов до дітей  та  бажання  навчати та навчатись разом із ними!  Знання мінімум одної мови програмування:  Python,Scratch, Lua, HTML,CSS, JavaScript  та величезне  бажання вивчати  нове).  Великою перевагою буде  вища освіта в області ІТ ,  педагогіки/психології.  Кандидати  з досвідом роботи з дітьми  в пріоритеті.  Якщо у Вас ще немає досвіду, але є хист і бажання, школа пропонує навчання і підтримку. Якщо саме ВИ бажаєте власноруч змінювати освіту на краще — чекаємо на Вас в Logika!  Не втрачайте можливість — хутчіш залишайте відгук, або ж телефонуте/пишіть:  +380955641301 Show phone  — Михайло Telegram: @redlight312",https://www.work.ua/en/jobs/4912146/
Викладач IT (Python/C++),"Викладання,Python,C++,Уважність,Професіоналізм,Робота з дітьми",,Step,"Ми міжнародна комп’ютерна Академія  « IT   Step »  — лідери IT-освіти в Україні та Європі. Наша ціль — розвивати таланти та формувати висококваліфікованих професіоналів у сфері IT. Освіта — найкраща інвестиція в успішне майбутнє. Наразі шукаємо спеціаліста, який готовий поділитися своїми знаннями та допомогти підліткам розвиватися в сучасному світі технологій. Викладання в Академії легко поєднувати з іншим місцем роботи. Формат — офіс, м. Калуш. Графік роботи — гнучкий, парт-тайм (2−3 дні на тиждень по 2 пари).  ВІД КАНДИДАТА ОЧІКУЄМО:  знання Python та/або C++;   вміння працювати зі студентами 15−21 років;  бажання освоювати нові дисципліни (в чому ми готові допомагати!).   ВАШІ МАЙБУТНІ ЗАДАЧІ:  проведення занять з навчальної дисципліни у цікавій ігровій формі;  забезпечення досягнення студентами практичних результатів навчання, оцінювання їх робіт;  відмічання присутніх на лекції;  перевірка домашнього завдання.  МИ ПРОПОНУЄМО:  роботу в міжнародній компанії, що твердо стоїть на ринку та є лідером у своїй сфері;  професійний розвиток в декількох напрямках ІТ та педагогіці;  фіксовану ставку за заняття та прогресивне зростання заробітної плати в залежності від досягнень по прозорим показникам роботи;  автоматизовані системи обліку занять, оцінювання, комунікації зі студентами (у нас немає паперових журналів, звітів та іншої документації);  обладнані сучасні робочі місця в філіях та корпоративні онлайн-сервіси.  Якщо Ви маєте бажання приєднатися до нашої команди та сприяти розвитку талановитої молоді, надсилайте своє резюме. Ми з нетерпінням чекаємо на Вашу кандидатуру! Телеграм: @tradchenko_it Пошта: [ apply ]",https://www.work.ua/en/jobs/5705094/
"Викладач програмування у дитячу школу (Python, Scratch)","Python,Програмування,Креативність",10000 UAH,"Logika, мiжнародна школа програмування для дiтей","Що таке Logika: Ми впроваджуємо новітні IT технології в навчання школярів. На наших уроках діти не лише вчаться основам програмування, вони розвивають логіку і вміння думати, а в проєктній роботі проявляють креативність та творчі здібності. У програму курсу  Logika  включені частини курсів з фізики, математики, хімії, астрономії, що допомагає дітям зрозуміти, навіщо шкільні предмети потрібні в реальному житті. Logika  активно розвивається і в зв’язку із розширеннями відбувається пошук викладачів! Ми пропонуємо:  Робота у субботу та неділю.  Графік занять узгоджується.  Заробітна плата: 350 грн / 1.5 години викладання.  Постійне навчання за рахунок компанії від наших професіоналів.  Круте ком’юніті однодумців!  Хто нам потрібен?:  Потрібні енергійні та вмотивовані викладачі, які ладнають із комп’ютером на «ти» та мають активний підхід до своєї роботи.  Необхідні знання у Python (Або ж досвід із іншими мовами програмування та бажання вивчати нове).  Великою перевагою буде вища освіта в області ІТ, або ж педагогіки/психології.  Кандидати з досвідом роботи з дітьми в пріоритеті.  Якщо у Вас ще немає досвіду, але є хист і бажання, школа пропонує навчання і підтримку.  Обов`язки:  Проводити офлайн заняття із використанням вже готових методичних матеріалів школи  Logika ;  Створювати та підтримувати дружню робочу атмосферу на заняттях;  Слідкувати за результатами учнів;  Давати звіти за шаблонами;  Отримувати задоволення від роботи із майбутнім нашої країни;  Якщо саме ВИ бажаєте власноруч змінювати освіту на краще — чекаємо на Вас в  Logika ! Не втрачайте можливість — хутчіш залишайте відгук, або ж телефонуте/пишіть: 0685594550 Show phone  Роман",https://www.work.ua/en/jobs/5386269/
Full Stack Python developer,"CSS,HTML,PHP,SQL,JavaScript,Python,PostgreSQL,Agile,Відповідальність,Знання принципів ООП,Docker,Django,Django Rest Framework,REST,REST API,Redis,Celery,SOLID Principles",,LightSoft,"LightSoft is seeking a talented Python Developer to join our dynamic team for a full-time remote position. As a valued member, you’ll play a crucial role in contributing to exciting high-load video hosting projects. Responsibilities: As a pivotal team member, you will:  Write Python code based on functional specifications, adhering to architectural standards and developing designs that seamlessly integrate with the database and leverage existing code appropriately.  Conduct thorough code reviews, identifying potential issues to reduce technical debt, and offering coding best practice recommendations.  Develop and maintain tests, as well as manage projects developed on PHP.  Apply knowledge and experience at an architectural level of development, contributing to the design and implementation of robust and scalable solutions.  Migrate code from the old code base to a RESTful solution  Required skills: We are seeking candidates with:  A minimum of 3 years of experience in Python web development.  Strong proficiency in Django/Django REST framework.  Sound understanding of RESTful specifications.  Expertise with Redis, Celery, and SQL DB (preferably PostgreSQL).  Proficiency in Docker usage.  Experience with Agile methodology (preference for Kanban).  Solid grasp of OOP, design patterns, software development principles, and best practices.  As a plus: It would be beneficial if you have:  Experience with high-load projects.  Familiarity or strong knowledge of PHP.  Knowledge of HTML/CSS/JS.  Experience or strong knowledge of Sphinx.  What do we offer our new colleague? LightSoft provides:  Annual paid vacation.  A lack of bureaucracy and micromanagement.  Freedom to actively participate in decision-making and implementation.  Flexible working hours.  Join us in our mission to make the world and ourselves better!",https://www.work.ua/en/jobs/5706731/
"Викладач з програмування в онлайн-школу (Roblox, Python, Scratch)","Програмування,Roblox,Python,Scratch",15000–30000 UAH,Yo Academy,"Приєднуйся до команди Yo Academy — дитячої онлайн IT академії! Ми в Yo Academy віримо, що навчання може бути захоплюючим і цікавим! Ми шукаємо талановитих викладачів, які допоможуть нам втілити цю місію в життя, навчаючи дітей від 5 до 17 років програмуванню, дизайну, AI та іншим сучасним цифровим навичкам. Чому варто приєднатися до нас?  Захоплююча місія:  Ми перетворюємо нудне навчання в захоплюючий процес, щоб діти з радістю чекали кожного заняття.  Професійний розвиток:  У нас ти зможеш розвивати свої soft та hard skills, працюючи з найновішими технологіями та методиками навчання.  Гнучкий графік:  Працюй віддалено з будь-якої точки світу, обирай зручний для себе графік.  Своєчасна оплата:  Стабільна заробітна плата виплачується двічі на місяць.  Командна атмосфера:  Поринай у дружню атмосферу нашої команди, де кожен підтримує і надихає один одного.  Що тебе очікує:  Проведення захоплюючих курсів з програмування, робототехніки та сучасних технологій для різних вікових груп.  Створення інтерактивних навчальних програм, які поєднують теоретичні знання з практичними навичками.  Постійне оновлення навчальних матеріалів з урахуванням останніх трендів у сфері IT.  Персоналізована підтримка та зворотний зв’язок для кожного студента.  Співпраця з іншими викладачами та працівниками для вдосконалення освітніх пропозицій та стратегій.  Якщо ти прагнеш стати частиною команди професіоналів, які виховують майбутнє, не зволікай! Заповнюй форму за посиланням і приєднуйся до нашої команди:  Заповнити форму Разом ми створимо захоплююче майбутнє для наших студентів!",https://www.work.ua/en/jobs/5707720/
Python-програміст,"SQL,GitHub,GitLab,Python,PostgreSQL,MongoDB,Docker,Django,REST API,Програмування,Jenkins,Flask,AWS,pandas,NumPy,NoSQL,FastAPI,TensorFlow,Розробка API,CI/CD,PyTorch,GitHub Actions",90000–120000 UAH,Система-М,"Вимоги :   Досвід роботи з бібліотеками машинного навчання, такими як TensorFlow, PyTorch, Scikit-learn.  Розуміння алгоритмів машинного навчання (регресія, класифікація, кластеризація, рекомендаційні системи).  Досвід у розробці та застосуванні моделей прогнозування цін, управління запасами, застосування акцій тощо.  Збір та обробка даних:  Навички роботи з базами даних (SQL та NoSQL).  Досвід з інструментами для збирання та обробки даних, такими як Pandas, NumPy.  Досвід у веб-скрапінгу та використанні API для збирання даних.  Розробка API та ендпоінтів:  Знання RESTful API та досвід їх розробки за допомогою Flask, Django або FastAPI.  Досвід у роботі з сервісами хмарних обчислень (AWS, Google Cloud, Azure) для деплойменту моделей та API.  Додаткові навички:  Досвід з Docker для контейнеризації додатків.  Розуміння принципів CI/CD для автоматизації розгортання.  Навички роботи з інструментами для моніторингу та логування (наприклад, ELK stack).  Рекомендований стек технологій:  Мова програмування: Python  Бібліотеки для машинного навчання: TensorFlow, PyTorch, Scikit-learn  Інструменти для обробки даних: Pandas, NumPy  Бази даних: PostgreSQL, MongoDB  Фреймворки для розробки API: Flask, Django, FastAPI  Хмарні платформи: AWS, Google Cloud, Azure  Контейнеризація: Docker  CI/CD: Jenkins, GitLab CI, GitHub Actions  Умови роботи :  Повна зайнятість, оплачувані відпустки Обов’язки :  Все, що описано у Вимогах, залежно від поточних потреб проектів",https://www.work.ua/en/jobs/5712801/
Python Developer,"Git,Відповідальність,Docker,Unit-тестування,Програмування,Flask,AWS,pandas,NumPy,Backend-розробка,PyTest,Machine learning",80000–120000 UAH,Siema,"SIEMA TECH  is an international IT company that provides services in the field of software development and consulting. We work with clients from all over the world and use the most modern technologies to ensure the high quality of our work. We are seeking a skilled and motivated  Python Developer  to join our dynamic team. Education and Experience:  A degree in Computer Science, Software Engineering, or a related field is often required.  At least 5 years as Software devoloper in know Software companies or StartUps.  At least 3 years of experience working as a Python developer.  English level: upper intermediate  and above.  Technical Skills:  Proficiency in Python : strong knowledge of Python programming language, including its syntax, idioms, and ecosystem.  Frameworks and libraries : experience with popular Python frameworks and libraries like FastAPI, Flask, Pandas, NumPy, etc.  Database knowledge : familiarity with databases such as SQL, PostgreSQL, MongoDB, etc.  Version control : experience with version control systems like Git.  Testing : familiarity with testing frameworks like unittest, pytest, etc.  Responsibilities:  Software development : writing clean, maintainable, and efficient code.  Integration and deployment : integrating backend services with frontend counterparts and deploying applications.  Testing and debugging : writing unit tests and debugging applications.  Documentation : documenting code and technical specifications.  Adventage:  DevOps : experience with containerization technologies like Docker, and orchestration tools like Kubernetes.  Cloud services : knowledge of cloud platforms like AWS, Azure, or Google Cloud Platform.  Machine learning : basic understanding of machine learning concepts and libraries, and understanding MLPOS life cycle.  We offer:  Ability to work with modern technologies and high-quality projects.  Flexible work schedule and the ability to work remotely.  Assistance (in the absence) in the registration of the IE (legal and accounting support).  Training and continuous development: internal trainings, certification programs, communities of interest, English language courses.  Fully official salary (payment to the IE’s current account).   The interview consists of 4 stages: introductory interview, performance of the technical task, technical interview, interview with the client. If you are interested in this vacancy and meet the requirements, send your resume and motivation letter to our email. We look forward to welcoming you to our team!",https://www.work.ua/en/jobs/5709947/
"Викладач у дитячу школу програмування (Python, HTML/CSS)","CSS,HTML,Python,Програмування,Креативність,Педагогіка,Викладання,JavaScript",4500–10000 UAH,"Logika, мiжнародна школа програмування для дiтей","Logika  — це найбільша школа програмування та англійської мови для дітей в Україні  logikaschool.com Ми впроваджуємо новітні IT технології в навчання школярів. На наших уроках діти не лише вчаться основам програмування, вони розвивають логіку і вміння думати, а в проектній роботі проявляють креативність та творчі здібності.  Logika  активно розвивається і в зв’язку із розширенням ми в пошуку викладачів! Ми пропонуємо:  Робота у вихідні (субота, неділя).  Заробітна плата: від 250 грн/2 години  Постійне навчання за рахунок компанії від наших професіоналів.  Готові розробки уроків та методичні матеріали.  Зручні локації.  Круте ком’юніті однодумців!  Хто нам потрібен?  Потрібні енергійні та вмотивовані викладачі, які з комп’ютером на «ти» та мають активний підхід до своєї роботи.   Необхідні знання у Python або ж досвід із іншими мовами програмування та бажання вивчати нове.   Знання верстки (HTML/CSS).  Великою перевагою буде вища освіта в області ІТ, або ж педагогіки/психології.  Кандидати з досвідом роботи з дітьми в пріоритеті, але якщо в тебе ще немає досвіду, але є хист і бажання, школа пропонує навчання і підтримку.   Обов`язки:  Проводити заняття із використанням уже готових методичних матеріалів школи Logika;  Створювати та підтримувати дружню робочу атмосферу;  Слідкувати за результатами учнів;  Давати звіти за шаблонами;  Отримувати задоволення від роботи з учнями — майбутнім нашої країни.  Якщо саме ТИ бажаєш власноруч змінювати освіту на краще — чекаємо серед однодумців в  Logika! Не втрачай можливість — хутчіш залишай відгук, або телефонуй: 0983653216 Show phone  Валерій",https://www.work.ua/en/jobs/5186004/
"Backend-developer (Python, PHP)","JavaScript,PHP,SQL,Python,Відповідальність,Організованість,Docker,Selenium,Програмування,Креативність,Symfony,RabbitMQ,NoSQL,Backend-розробка",,"Zviger, LLC","Привіт, майбутній колего! Ми — американська компанія з українським корінням «Zviger LLC», яка надає якісний сервіс підбору авто з США з 2017 року. Організуємо та візьмемо під контроль весь процес — від покупки автомобіля на аукціоні — до вивантаження в пункті призначення. Наш сайт:  https://zvigerauto.com/   У зв’язку з розширенням штату шукаємо Backend-developer. Ключові задачі:  Розробка та підтримка продуктів компанії;  Проведення код — рев’ю;  Оцінка трудомісткості завдань;  Взаємодія з іншими командами: розробниками back-end; розробниками front-end; тестувальниками; аналітиками.  Для нас важливо (наші вимоги):  Мінімум 3 роки досвіду розробки програмного забезпечення  Досвід об'єктно-орієнтованого програмування  Досвід роботи з базами даних (SQL, NoSQL)  Впевнене знання та досвід розробки на Python3  Знання та досвід розробки на PHP (Symfony), JavaScript  Досвід роботи з чергами повідомлень (RabbitMQ)  Досвід роботи з Selenium  Досвід роботи з інтеграціями API, вміння бачити приховані можливості в даних  Досвід роботи з Docker  Базовий досвід адміністрування *nix систем.  Самоорганізованість, відповідальність, креативність, виконавчість.  Ми пропонуємо (наші умови):  Дистанційна форма роботи;  Робота у крутій молодій команді;  Графік роботи: 5 — денний робочий тиждень;  Відпустка: 20 календарних днів;  5 short term sick leave (day off)  Персональна відпустка 3 дні по кожному із випадків: одруження, народження дитини, смерть близької людини;  Бенефіти на придбання авто з США;  Видаємо Eco Flow, щоб була можливість працювати в блекаути;  Компенсація зовнішнього навчання та корпоративне навчання;  Тімбілдинги;  Ми можемо ще багато розповідати, але пропонуємо продовжити вже особисто. Що скажеш?",https://www.work.ua/en/jobs/5714244/
"Python/Django Developer (Junior, Middle)","JavaScript,Git,GitLab,Python,Trello,PostgreSQL,React,Знання принципів ООП,Docker,Docker Compose,Django,Django Rest Framework,Unit-тестування,REST,Selenium,Redis,Знання принципів TDD,ORM,Celery,KISS,Продуктивність,SOLID Principles",,AD Media Profit,"Про компанію: AD MEDIA PROFIT —  ми маркетингове агентство, що спеціалізується на наданні рекламних послуг по всьому світу. Наш відділ розробки відіграє ключову роль у створенні переваг для наших клієнтів, розробляючи та підтримуючи унікальні продукти, що допомагають досягти бізнес-цілей.  Ми шукаємо талановитих спеціалістів на позицію  Full Stack розробника  з досвідом від  2-х років , готових до розробки нової функціональності та підтримки і рефакторингу поточного проекту. Запрошуємо досвідчених розробників приєднатися до нашої команди, щоб спільно створити рішення, яке має потенціал змінити уявлення про внутрішнє управління рекламними командами і внести суттєвий вплив у цю сферу. Про проект: CRM-система закритого типу для внутрішнього використання, що включає бекенд і фронтенд компоненти для повного керування даними та взаємодії з ними всередині компанії і оптимізовує внутрішні процеси.  Мета проекту — створення ефективного інструменту для збору, аналізу та використання даних, спрямований на підвищення продуктивності та координації дій між членами команди.  Наш стек: Python  ( Django/DRF) , JavaScript (React) , PostgreSQL, Celery, Redis, Docker/Docker Compose, Git, GitLab, GitKraken, Trello. Вимоги:  Досвід роботи з  Python (Django)  у веб розробці  від 2+ років  Досвід роботи з  Django REST Framework , написання власних  API  та документації;  Вміння писати та оптимізовувати запити  Django ORM — MUST HAVE. .  Відмінні знання:  OOP, SOLID, TDD, DRY, KISS .   Досвід з  PostgreSQL  або з іншими базами даних   Впевнене володіння Docker та Docker Compose.  Досвід роботи з  React  (або інших фронтенд фреймворків) та практичний досвід роботи в комерційних проектах  від 6 місяців.  Професійне володіння  Git , включаючи знання різних стратегій роботи з гілками ( git flow, branching strategies ), а також досвідчені навички управління версіями.  Хороші технічні, аналітичні навички та вирішення проблем.  Добре знання найкращих практик проектування програмного забезпечення та шаблонів проектування.  Рівень англійської Upper-Intermediate (або вище).  Плюсом буде:  Досвід інтеграції з  3rd party API , зокрема  Facebook  і  TikTok .  Розробка інтеграційних, модульних та юніт-тестів, а також написання тестів за допомогою Selenium для автоматизації тестування інтерфейсів.  Досвід роботи  Redis ;  Обовʼязки:  Підтримка та модернізація існуючих проєктів.  Розробка якісного коду згідно із сучасними стандартами (включно  PEP8 ).  Самостійна розробка функціональності та вміння працювати з великим обсягом технічної інформації.  Швидка адаптація до динаміки роботи команди та своєчасне виконання завдань.  Аналіз потреб, проєктування та розробка нових функцій разом з командою.  Підтримка та рефакторинг існуючого коду, поліпшення процесів розробки.  Вміння та бажання ефективно працювати в команді.  Ми пропонуємо:  Конкурентну заробітну плату  Можливість віддаленої роботи  Гнучкий графік та можливість раціонально розпоряджатися робочим часом  Робота в команді кваліфікованих та досвідчених спеціалістів  Можливість професійного зростання та розвитку   Якщо ви впевнені, що відповідаєте вимогам, описаним вище, і хотіли б приєднатися до нашої команди, будь ласка, надсилайте своє резюме. Також треба виконати тестове завдання.",https://www.work.ua/en/jobs/5629804/
Senior Python Developer,"SQL,Communicability,Docker,Unit testing,Redis,Backend development,Blockchain",300000–320000 UAH,Web3 AI,"As we continue to innovate and expand, we are seeking a Senior Python Developer to join our team. Position Overview: We are seeking a highly skilled and experienced Senior Backend Developer to join our dynamic team in a full-time capacity. This remote position offers a competitive salary range starting from $6,000, with the potential to reach up to $9,000 for a strong match. Key Responsibilities:  Maintain and support our legacy platform by addressing bugs, refactoring code, and enhancing its stability through comprehensive test and typehint coverage.   Transition to designing and developing new features as the platform evolves.  Collaborate with the team to understand requirements and deliver scalable solutions.  Lead development efforts and projects, take ownership and assume accountability  Required qualifications:  5+ years of experience in Python development  Proficiency in Python and FastAPI with a deep understanding of modern asynchronous frameworks.  Extensive experience with SQL, particularly PostgreSQL.  Fluent in English, with excellent communication skills both written and verbal.  Practical knowledge of Docker, Redis  Proven track record of writing and maintaining high-quality unit and integration tests.  Ability to work in a distributed team  Preferred qualifications:  Experience in golang.  Familiarity with  Ray.io  or similar frameworks for distributed computing.  Familiarity with web3 or blockchain environment.",https://www.work.ua/en/jobs/5674106/
Python Developer,"Користувач ОС Linux,JavaScript,PHP,MySQL,Git,Python,PostgreSQL,Docker,Робота в команді,HTTP,REST API,Розробка API",,Ronis Commerce OÜ,"Наша компанія знаходиться в пошуку колеги —  Python-розробника  для участі в цікавих закордонних веб-проектах. Основні  завдання , які виконуватиме розробник у нашій компанії:  розробка веб-додатків для управління інтернет магазинами  інтеграція зі сторонніми сервісами з API  розробка баз даних  написання додатків для аналізу та обробки даних  Основні вимоги до вакансії:  досвід роботи на аналогічній позиції від 1,5 років  досвід участі у розробці навантажених web-проектів  розуміння основних принципів роботи HTTP та RESTful APIs  досвід роботи з MySQL/PostgreSQL, Docker, Git  вміння писати зрозумілий код  вміння розумітися на чужому коді  досвід роботи в командному рядку Linux  англійська, достатня для читання документації  вміння працювати в команді  знання інших технологій та мов (PHP, Javascript) буде плюсом  Зі свого боку ми пропонуємо:  віддалений формат роботи  гідну та своєчасну заробітну плату, що переглядається за результатами роботи  цікавий та масштабний проект  допомогу на всіх етапах нашої співпраці  роботу в компанії, що стабільно розвивається  натхнену команду професіоналів  підтримку компанії у професійному розвитку.  RONIS це:  одна з провідних компаній з розвитку електронної комерції  компанія, що успішно розробила та просуває власний продукт  сильна команда, що активно зростає.",https://www.work.ua/en/jobs/5088702/
"Fullstack Python, React Developer","Відповідальність,Python,FastAPI,React",80000–120000 UAH,Elementica,"ABOUT ELEMENTICA Welcome to Elementica! We are excited to see you on our profile. Elementica is a leading global software development company — expert in delivering web development, mobile application development and IT consulting services of any complexity to clients worldwide. www.elementica.io JOB POSITION We are looking for a talented Fullstack Python/React Developer to join our Development Team. You will be at the core of our talented Web Apps teams and focus on building the most advanced and meaningful apps and workflows on the latest web technologies.  RESPONSIBILITIES AND DUTIES As a fullstack developer, you will work on our next generation applications, a specific project critical to our customer’s needs. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new challenges as we continue to push technology forward. We are Product oriented developers with a growth mindset. We are curious problem solvers and we like to collaborate, communicate, share knowledge and technical ideas and grow together. What you’ll do:  Develop cloud based frontend and backend web applications  Work in all phases of the software development life-cycle (planning, design, implementation, deployment, monitoring and support)  Collaborate and grow in a dynamic environment while working in small, agile and cross functional teams  Use the latest technologies to solve real problems for our customers  Communicate and coordinate with our engineering team in Ukraine.  What we look for in you:  Results-orientation, collaborative, pragmatic and agile mindset  Strong knowledge in working with Javascript, Typescript and Python  Expertise with the cloud (preferably AWS or GCP)  Working proficiency in English (written and verbal)  Continuous independent learning  We are looking for these skills/experience:  Strong knowledge of one or FastAPI  Familiarity with some ORM (Object Relational Mapper) libraries  Strong knowledge of relational (PostgreSQL) and non-relational (MongoDB) databases  Experience with React hooks, CSS-in-JS, Redux, Jest  Understanding of SSR with Next.js  Understanding of common development principles and best practices (SOLID, DRY, YAGNI) and basic understanding of design patterns  Experience working with Docker and Docker Compose  Experience in CI/CD processes is a plus  Experience with web performance optimizations  What we offer:  The opportunity to drive the development of cutting-edge software products  The chance to work on interesting technical challenges such as advanced algorithms, wide integrations or scalable content management  A positive, highly skilled, young team with a focus on quality  Hybrid/remote working possibility / Home-office friendly / Flexible working hours  Pick your own gear: Linux or IOS — whatever works best for you  A lot of room for your own ideas. We always highly encourage you to work on them together with the team.  Outstanding compensation based on experience and 20 days vacation  Sponsored training opportunities with Udemy and English classes  Our job offer Full Stack Python/React Developer sounds interesting? Then we are looking forward to receiving your application!",https://www.work.ua/en/jobs/5017342/
Python developer,"CSS,JavaScript,HTML,Python,Responsibility,Django,Teamwork,Flask,Kubernetes,FastAPI,Django Rest Framework,Git,sql",,4bsystems,"Вакансія: Python розробник Ми, компанія «4bsystems», шукаємо в команду талановитого Python розробника з досвідом від 2 років. Основні вимоги до кандидата:  Глибокі знання Python та його фреймворків, таких як Django чи Flask  Досвід розробки веб-додатків та веб-сервісів  Вміння працювати в команді та брати на себе відповідальність за виконання поставлених завдань  Знання базових принципів роботи з базами даних  Буде великим плюсом:  Досвід роботи з front-end технологіями (HTML, CSS, JavaScript)  Знання англійської мови на рівні, що дозволить комунікувати з іноземними колегами та клієнтами  Відкритість до вивчення нових технологій та готовність ділитися своїми знаннями з іншими членами команди  Ми пропонуємо:  Цікаві проекти та можливість професійного зростання  Гнучкий графік роботи та можливість віддаленої роботи  Дружній колектив та підтримку на кожному етапі роботи  Якщо ви готові приєднатися до нашої команди та приносити користь своїми навичками, надсилайте своє резюме. Чекаємо на ваші заявки!",https://www.work.ua/en/jobs/5721697/
Викладач програмування у дитячу школу (Python),"Python,Комунікабельність,Програмування,Креативність,Робота з дітьми,Бажання вчитися і розвиватися",10000–18000 UAH,"Logika, мiжнародна школа програмування для дiтей","Школа Logika активно розвивається і в зв’язку із розширенням штату фахівців, відбувається пошук викладачів у нашу школу! В нашій школі присутні курси: Комп’ютерна грамотність, Scratch, Геймдизайн, Python, Front-end. ПРО ШКОЛУ: Ми впроваджуємо новітні IT технології в навчання школярів. На наших уроках діти не лише вчаться основам програмування, вони розвивають своє логічне та критичне мислення і вміння думати та аналізувати інформацію, в проєктній роботі проявляти креативність та творчі здібності. Ми пропонуємо:  Робота у будні (вечірній час), у вихідні.   Вчасна виплата заробітної плати.  Постійне навчання за рахунок компанії від наших професіоналів.  Круте ком’юніті однодумців та комплексну базу знань для співробітників!  Мотивацію для викладачів!  Зайнятість: від 6 груп  Заробітна плата: від 450 грн за один урок (в залежності від кількості дітей у групі)  Обов`язки:  Проводити онлайн заняття із використанням вже готових методичних та практичних матеріалів школи Logika;  Створювати та підтримувати дружню робочу атмосферу на заняттях;  Слідкувати за результатами учнів;  Вчасно заповнювати адміністративну звітність;  Проводити відкриті уроки для батьків, та давати зворотній зв’язок про навчання дітей;  Отримувати задоволення від роботи із майбутнім нашої країни;  Хто нам потрібен?:  Потрібні  енергійні  та  вмотивовані  викладачі, які ладнають із комп’ютером на «ти» та мають  активний підхід  до своєї роботи.  Високо розвинені  комунікативні  навички , досвід публічних виступів  Любов до дітей  та  бажання  навчати та навчатись разом із ними!  Знання різних мов програмування  Python,Scratch, Lua, HTML,CSS, JavaScript  та величезне  бажання вивчати  нове).  Великою перевагою буде  вища освіта в області ІТ ,  педагогіки/психології.  Кандидати  з досвідом роботи з дітьми  в пріоритеті.  Якщо у Вас ще немає досвіду, але є хист і бажання, школа пропонує навчання і підтримку. Якщо саме ВИ бажаєте власноруч змінювати освіту на краще — чекаємо на Вас в Logika! Не втрачайте можливість — хутчіш залишайте відгук, або ж телефонуйте/пишіть:  +380 98 089 35 89 Show phone , Олександр",https://www.work.ua/en/jobs/5248983/
